Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
KCNK17	-0.623788561640236	5.05202034122531	-1.30145343546079	0.203354267138614	0.43907944212799	-5.74596034931974
LOC100422737	-0.623596160550661	4.60432501868947	-2.71544501171008	0.011037438734367	0.0633172095200761	-3.25454472335238
MSTN	-0.623113528558292	0.847023189011238	-1.10592315190213	0.277855736020741	0.528435910989554	-5.97319458453701
LINC00935	-0.623068535985068	0.648878205883946	-1.53922066037123	0.134598453131554	0.344338993303893	-5.42604412800169
LOC100506476	-0.622957068004382	3.20980130608491	-1.28423531002123	0.209231043076025	0.446562081047923	-5.76729960679856
EP300-AS1	-0.622895795485539	5.20364833295981	-1.98785314996469	0.0563482226505568	0.196371343419928	-4.70328310642967
KRTCAP3	-0.622680405284145	4.78027515229373	-1.28208610669629	0.209973595646178	0.447026243252063	-5.76994546958574
DYX1C1 /// DYX1C1-CCPG1	-0.622602950675837	1.95706084438292	-1.26459406351932	0.216091925066867	0.454320378794379	-5.79133276753946
TRIM72	-0.622488347927777	2.8311634552001	-1.70099896368282	0.0996504281915271	0.284888546379569	-5.18256484569437
RP13-122B23.8	-0.622457334539149	1.30813209340742	-1.4425691289255	0.159862946065573	0.381604512491772	-5.56168072304015
RNF130	-0.622390125901346	6.39875765255531	-3.63968225853063	0.00105452769403563	0.0121879564440875	-1.06628665844548
ACOT1 /// ACOT2	-0.62223897493048	7.46417397411309	-2.28758374080568	0.0296475165118514	0.12635825852578	-4.14348268061398
DDX43	-0.622125251411637	2.04134249633468	-1.65220133585816	0.109288372358273	0.30202696322988	-5.25812552525698
SEMA4A	-0.621717111139681	3.8351235198503	-2.09597433591382	0.0449298774164986	0.168218424496096	-4.50792233647499
LOC285692	-0.62171578041151	1.94750626719247	-1.62397342142218	0.115209545206262	0.311498850816334	-5.30100719051092
SFXN2	-0.621445050779774	5.87917420865027	-4.01685124504932	0.00038249173978685	0.0058152590302435	-0.102551417046667
COL4A3	-0.621379734483656	3.16759181904392	-2.35919368012192	0.0252675375090901	0.113284880330499	-4.00162511873259
SHCBP1L	-0.621360974079336	2.85317351422951	-1.41787830060658	0.166889199020718	0.390695185390926	-5.59511657053651
GPR124	-0.621119497023488	5.19175310736981	-2.34115310453419	0.0263117353578686	0.116434998234632	-4.03764201141889
LOC101930114	-0.620914090204006	4.24264363351711	-2.13738071036007	0.0411323715620594	0.158595635924531	-4.43109825750082
SLC22A31	-0.620760939715997	3.8297871818908	-1.3532080114839	0.186450869345115	0.418040038169183	-5.68030602076784
LOC399884	-0.620397436336297	2.38578344008933	-1.03140907904923	0.31087981280097	0.564930325046652	-6.05089519504961
ARRDC3	-0.620120116331898	7.30585971523541	-2.2955219474811	0.0291301700725519	0.125040877825829	-4.12790424864398
TNFRSF10B	-0.62011827203314	6.53062898662158	-2.77126826193717	0.00964980833050296	0.0573284900059181	-3.13174928575191
AJ420595 /// GOPC	-0.619767299129338	4.26835862729971	-1.01108580484346	0.320342598175204	0.573966474371966	-6.07121622423549
S100A5	-0.619230158170126	1.57279256921534	-1.64664760174451	0.110432917933501	0.303924346600721	-5.26661057327918
PPP1R12B	-0.619163640977479	4.88823100129792	-4.344375452644	0.000156133068076612	0.00303241103316426	0.754433445140481
LCP1	-0.619123040956927	7.68512814007751	-2.58831708072382	0.0149218824393058	0.0784431453433173	-3.52863875147374
LOC101929988	-0.619029829820295	1.94257770783922	-1.23801568259754	0.225645605593523	0.465869438514718	-5.82332666415251
KIAA0319	-0.618532338056063	2.12548969256365	-1.40159327953377	0.171655592773969	0.397571594489785	-5.61689524548709
LINC00901	-0.618517096851679	0.303106526811367	-1.16193509320194	0.254741553474035	0.501172842970246	-5.91151929997894
ZNF717	-0.618438051563511	4.10823662952906	-2.00822533673293	0.0540197288689079	0.190621923234606	-4.66706377900961
LINC00933	-0.618417822884893	0.745536145657955	-1.22569570218601	0.230180288505561	0.471588883767491	-5.83795005122162
SSX3 /// SSX5 /// SSX7	-0.618410239314469	1.52680285117799	-1.94812448851108	0.0611429948436711	0.207395909824509	-4.77311085816935
FAM132A	-0.618151867818689	3.96254716348169	-1.49685999819026	0.145241849940904	0.359832273284046	-5.48641579039416
LINC00521	-0.618044567798289	3.07830824864351	-2.86969923856433	0.00759349588187425	0.0484008192795887	-2.91179583347455
SNTG2	-0.617656733290628	0.688037879086859	-1.7806193923607	0.0854607071092208	0.258691870168452	-5.05545402118037
SNX10	-0.617552091335875	7.6585327422873	-2.05418828951501	0.0490743896616449	0.178535134546309	-4.58433400373742
IFI16	-0.617248001714798	7.59174147792186	-2.14438929991516	0.0405186779809465	0.156923975977583	-4.41798715018991
DOK2	-0.617152253206606	4.94773445845433	-2.03934951491573	0.0506254412569619	0.18213650841429	-4.61119501633033
DIRC1	-0.616898730314095	1.25688086093732	-1.18774722949161	0.244576224369039	0.489152448738078	-5.88216468107908
TCP10L	-0.61654135625444	4.77768110246348	-2.22691363240395	0.0338839048100191	0.138609964927549	-4.26130952557954
AQP1	-0.616419003996422	6.65109961333327	-1.40127345039908	0.17175026511391	0.397655062071697	-5.61732077603901
GVINP1	-0.616370096285835	4.45030103338813	-2.72614412274917	0.0107578116978672	0.0621374585299207	-3.23112193577162
GUCY2F	-0.616005401589255	-0.0774610232264737	-2.16037024087198	0.0391497849497984	0.153211803996549	-4.38797589570179
FAM84A	-0.615827118910556	2.90567131321853	-2.86618847704736	0.00765912704313383	0.0487135392251238	-2.91971409044011
PPM1J	-0.615825184090863	2.66424074872026	-1.09443025654886	0.282778939819557	0.533314141973857	-5.98550439794462
SMAD1	-0.615663813632858	6.55222800592584	-3.36854746894254	0.00215051682764915	0.0201331399392755	-1.73810627333145
KLF12	-0.615457360617076	5.31929156161013	-2.41785798415627	0.0221276550137424	0.103498045147183	-3.88323390243781
MREG	-0.615335811404952	5.25875977353923	-2.03031001433635	0.0515913522662528	0.184579952129946	-4.62748724998638
RFPL1	-0.615167821856748	1.36725418123172	-1.05917442788211	0.298268378372839	0.550779010703398	-6.0225272214947
SPPL2C	-0.614956982532145	1.48586759436353	-1.63233320096865	0.113428901225162	0.308457365801342	-5.2883713961322
RP11-550I24.2	-0.614898519594271	1.73367423848367	-1.4255710475151	0.164674335882712	0.388041113082451	-5.58475280269955
LOC100505915	-0.614740292956422	4.78934631974289	-1.85828624120662	0.0733127722890059	0.233932492774036	-4.92700707236598
CPNE8	-0.614720846593968	5.44161055566175	-2.99290507878631	0.00559941148564294	0.0392602782456027	-2.63063980072534
LSMEM1	-0.614548631325195	3.41317417654645	-1.93315618448154	0.0630396621314354	0.211601663098525	-4.79914051210448
KIAA0226L	-0.614447030917892	4.64640280674533	-2.57490687889116	0.0153984050229554	0.0800199925187607	-3.55708520451572
WFDC5	-0.614402457739183	2.34173805462289	-1.31448252301575	0.198991952758336	0.433802088133845	-5.72964521251224
LOC101927396	-0.614087567698355	0.768764227938447	-1.1508892150377	0.259184920126359	0.505978529330342	-5.9239019951277
IL16	-0.614058073429699	4.52169198640931	-3.94309449092922	0.000467196048057592	0.0067289963565919	-0.293243274772082
LOC101927416	-0.614044028895612	1.99290693786863	-1.15859480224167	0.256079316058173	0.502711419221119	-5.91527519795097
BNIP2	-0.613884775462037	6.59226829747006	-4.12651011284834	0.000283724948201062	0.0046948126029613	0.182653594479357
GRTP1	-0.613771230390285	6.16062636339503	-2.12533131931053	0.042206836755373	0.161239009564021	-4.45356679256913
CEP83-AS1	-0.613712583205482	2.43875352488749	-1.04172689020351	0.306150699208013	0.55957914558381	-6.04043492699484
TPSAB1	-0.613340688306324	3.88131723615826	-1.29404039506634	0.205868755078772	0.44211811310957	-5.75517865032721
KLC4	-0.613339218934756	6.28738614157152	-2.75721795744474	0.00998278982412574	0.0588880218158904	-3.16279164095876
ARHGAP20	-0.613163248127294	3.82392120437392	-2.07760311124407	0.0467121977077005	0.172855709579156	-4.54165610098621
BAZ2B	-0.613124479686014	6.42724191346455	-2.61067793529612	0.0141575918148093	0.0756959671480597	-3.48100384315315
MTURN	-0.612903993289184	3.86670746446206	-2.54013114613185	0.0167005352200571	0.0851314669214872	-3.63042513518628
CRAT	-0.612630014460936	6.87947082614627	-3.18969766612314	0.00340838649276312	0.0276527251844735	-2.16922198531278
ZNF29P	-0.612438310169421	1.26805361861638	-1.15020541703803	0.25946183404806	0.506224996832052	-5.92466500942265
LINC01432	-0.612391364916701	-0.0709347308575036	-1.38121814798462	0.177769338607046	0.405718236443702	-5.64383503597585
HOXB8	-0.612074434786935	1.09787633130445	-1.85598021656058	0.0736508601469372	0.234706369837754	-4.9308829852375
FLJ45825	-0.611796571045247	2.05786701827437	-1.18314673411807	0.246365722942008	0.491150749646748	-5.88743937558278
FAM13A-AS1	-0.61129831321146	4.03691537306915	-2.16173753061879	0.0390346065030817	0.152888250616566	-4.38540078395126
PCSK6	-0.611277705161307	5.39333525733032	-2.65629356647541	0.0127098590212143	0.0700576246025215	-3.38305875738347
ABI3	-0.610834610037988	5.73658831393264	-2.75767695876924	0.00997174380635523	0.0588545581745232	-3.16177896605018
TIMP1	-0.610525766736179	9.76716335962655	-1.38395977594042	0.176936884182123	0.404702471648696	-5.64023013340326
GAFA3	-0.610521268625312	0.703514639553121	-0.996508048109434	0.327251079239533	0.580059718637579	-6.08556053610231
LOC101060181 /// LOC101928574 /// ZNF44	-0.61027394178163	2.49614366286187	-1.27344647871562	0.212978860737994	0.450677666344022	-5.78054178360512
LOC100996549	-0.61017105381985	1.12226758957025	-1.2399969152448	0.224922668645369	0.465152656866181	-5.82096275315357
FBXO2	-0.610135585819095	4.99656710718338	-2.47635711558166	0.0193559718675048	0.0944164295670686	-3.76328223636444
WBP1L	-0.610106596786163	7.50712888011874	-3.70219343887971	0.00089284470737878	0.0107841966424048	-0.908676904017675
BEND6	-0.609708981378243	1.44660238628178	-1.49554237617737	0.145583498133893	0.360358227332053	-5.48827063248141
NHLRC4	-0.609690491547874	4.85519506489475	-2.09191464168095	0.0453184610070336	0.169269525628939	-4.51539558815574
CDKL2	-0.609603671564927	1.74341488558512	-1.93787993637438	0.0624356507524673	0.210113965617117	-4.79094257451898
C11orf21	-0.609551491296418	3.97741072933225	-2.40550024934013	0.0227577883946863	0.105429029553481	-3.90833320649275
GBP4	-0.609203484492345	5.07737934279643	-2.43043209068569	0.02150291055424	0.10150540417533	-3.8576085201122
BC038731 /// CTD-2284J15.1	-0.609181711418789	5.26025363240024	-2.12563501857015	0.0421794513018313	0.161205832729781	-4.45300161297669
LOC101927482	-0.609146893236946	1.17256980288058	-0.993535852385235	0.32867202604906	0.580968439251006	-6.08846130389193
ELMO3	-0.609059647401449	4.73801483332804	-2.57979635057119	0.0152230517884786	0.0794070033410992	-3.54672396176543
LINC00605	-0.608909867086999	3.0029759856241	-1.52199034519306	0.138848651448936	0.350450896396099	-5.45077310468159
VNN3	-0.60877673932472	4.93159876782263	-1.27753518237313	0.211552569253906	0.448873137360862	-5.77553503732444
RP11-272D12.1	-0.608519520353833	1.27152979790234	-2.42473504250916	0.0217839397789108	0.102341513689518	-3.86922960089218
LOC101927579 /// LOC101928042	-0.608396087720993	3.4164786735731	-1.77834338437657	0.0858411394188626	0.25947610835775	-5.05915240443792
CXCR1	-0.607860127223967	3.75617465709038	-1.54716926658393	0.1326737512584	0.341111349977871	-5.41455690400537
FGF7 /// KGFLP1 /// KGFLP2	-0.607725868331461	4.44741252162718	-2.10153249612525	0.0444026596430702	0.167069357671574	-4.49767347717642
CYGB	-0.607383643506243	4.99785478618913	-3.49219830656024	0.00155691672689575	0.0158453835640797	-1.43424118444226
FAM92A1	-0.607152163551662	5.43800849384427	-2.70830085107632	0.0112279216029377	0.0641752246506746	-3.27015491911609
PKD2	-0.606958722540198	6.42604041126668	-3.00034455134236	0.00549648531164213	0.0387434685202483	-2.61346468377577
LTK	-0.606797341660078	3.17234035269944	-2.41131069894214	0.0224594918995094	0.104423618746946	-3.89654237759085
CHL1-AS2 /// CHL1-AS2	-0.606539046019011	2.24230703108806	-1.33528864047234	0.192175526775105	0.425869618588318	-5.70329368476192
MYO1G	-0.606300569071343	4.66059188711969	-2.64648462906911	0.0130090259019983	0.0712391825878931	-3.40420673440909
RP11-774O3.1 /// RP11-774O3.2	-0.606139765458263	2.94352790835169	-1.45404986263828	0.156677033098564	0.37675532343096	-5.54596398111688
SOD1	-0.605498382811311	11.6849692184658	-3.75240629071384	0.000780711248271547	0.00978280690428705	-0.781414921741192
TCEB1P3 /// TCEB1P3	-0.605383810620764	3.12201712264918	-1.16612010817916	0.253072713474228	0.49915367151639	-5.9067997030863
BRWD1-IT2	-0.605310737030526	3.32086960758991	-1.16541924108834	0.253351635147027	0.499362610970865	-5.90759117197596
RP11-307L14.1 /// RP11-307L14.2	-0.60521753257057	3.31660572893961	-1.42464240542609	0.164940464250166	0.388367175809781	-5.58600646079663
RXRA	-0.605026352952489	7.9265193659233	-3.10690980917443	0.00420584796577309	0.0318793245745998	-2.36508836286203
TRIM15	-0.604780276003364	5.57111124712903	-2.60029171236055	0.0145079588395246	0.0769569670513349	-3.5031606587675
SPCS3	-0.604742695281685	7.56673089358586	-3.35891274193838	0.00220499425857204	0.0205148200006386	-1.76159221324753
BC016361	-0.604601967768308	0.769040449393348	-1.26659093193658	0.215386705947928	0.453491561419089	-5.78890448002907
AMPD1	-0.604566761653976	2.8839158589665	-1.26893064950075	0.214562626933247	0.452723870590291	-5.78605491896425
ENKUR	-0.604444415302061	2.06888367191993	-1.32147999164603	0.196678998021281	0.431278205618174	-5.72082354081448
AX747031	-0.604380499549521	1.81362573562111	-1.03003185299879	0.311514874817046	0.565574424613059	-6.05228413048529
TMEM204	-0.604276910564693	5.52260358761831	-3.43251690966784	0.0018203842935491	0.017891950933671	-1.5814616099896
MGC70870	-0.604268786953539	4.08924573843816	-1.39795742028777	0.172734265185645	0.399098109983183	-5.62172774840857
SERPINA6	-0.604098646866602	10.054759929467	-2.08001212421844	0.0464749698532771	0.172303166921355	-4.53724501770575
PSAPL1	-0.603960540793638	3.76163025895871	-1.40571010235972	0.170440642296906	0.39582836036022	-5.61141029548962
RARRES2	-0.603739379327035	10.382523329186	-2.32497136388907	0.0272815550309728	0.119334605603214	-4.06978897724557
FAM153A /// FAM153B /// FAM153C /// LOC100507387 /// LOC101928349 /// LOC101930363	-0.603345838867534	4.02195941242245	-2.09100992417961	0.0454054633083095	0.169486827013401	-4.51705958446438
RP11-153K16.2	-0.603313335450819	1.12242537861351	-1.34355536374604	0.189517889989549	0.422148003840723	-5.69272233043913
ZNF503-AS1	-0.603104842117644	2.46273306162195	-1.13224540095314	0.266812335664834	0.515557115904699	-5.9445575243374
ANKRD20A1 /// ANKRD20A11P /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// ANKRD20A5P /// ANKRD20A9P /// LOC102723891 /// LOC102725051	-0.603094974118668	6.59810790016705	-2.22573733907886	0.0339711733791626	0.13876380650884	-4.26357215555598
WDR7	-0.602770119610859	5.14413894244769	-3.09624141042523	0.00432072697882078	0.0324883307358903	-2.39014750584522
LINC00491	-0.602699566164982	3.04803050310257	-1.98985677321699	0.056115377172621	0.195762929560968	-4.69973324090903
GLT1D1	-0.602458993046806	6.48579619616281	-1.90043746085156	0.0673644225013724	0.221062035919949	-4.8555001361636
RP11-403P17.3	-0.602285585944037	4.73675886424124	-0.986016791955978	0.332285508938433	0.584769635014311	-6.09576356217916
FAM184B	-0.602183159412881	2.86048172570857	-1.08278590102985	0.28783015867689	0.539165763943968	-5.99785585208686
UBQLNL	-0.602084679169221	3.11427893089907	-1.20446755799177	0.238153242624131	0.482003637081108	-5.86283810951065
LOC102724611	-0.602044791431969	2.78711631737994	-1.3122080570987	0.19974824711512	0.434629708131397	-5.73250369233963
PRR23D1 /// PRR23D2	-0.601740125233273	0.0940022275958209	-1.37649014317332	0.179212131301399	0.407686365045837	-5.65003709697054
PTK2B	-0.601680327018334	3.46898114140145	-1.57129988168535	0.126967739563949	0.331698459907151	-5.37937826919127
CYP2D6	-0.601522252322239	4.48835411386621	-2.88183616531571	0.00737066726055307	0.0474563629806209	-2.88438116277619
TNS1	-0.601305566574949	6.72563560954889	-3.67812857549301	0.00095200618450872	0.0113086795250733	-0.969462057107497
SHF	-0.601285174125295	4.25836573305304	-1.75725039879593	0.0894357892248539	0.266843811057791	-5.09324701572828
LOC101928107	-0.60126324904407	0.187308865486077	-1.75933989131955	0.0890740955261369	0.266339019422164	-5.08988413001589
C6orf201	-0.601246534077748	2.20948063883411	-1.14296161724108	0.262408562662279	0.510187788064777	-5.93272260359612
LOC143188 /// VTI1A	-0.601217765423752	1.76757585620708	-1.306199245435	0.201756894737927	0.437148829767061	-5.74003428544549
TTLL13	-0.601212972608287	3.43321365577205	-1.85031198387488	0.074487589134243	0.236411075377578	-4.94039399366859
P2RY4	-0.600960983380442	3.1622735417207	-1.65485883074844	0.108744201240995	0.301362508918134	-5.25405704838765
GPR116	-0.600939705388039	6.26548609256551	-3.25043363932869	0.00291767064839019	0.0250194612489415	-2.02400009004762
RP11-474D1.2	-0.600877816479512	2.82291216410027	-1.64133008776787	0.111538100288488	0.30546997191258	-5.27471261829465
SARAF	-0.60084170539313	9.53739600027853	-2.93685055880575	0.0064358219587955	0.0431470780623551	-2.75933432899901
TMEM88	-0.600787281113889	4.14663210262598	-2.1038249016072	0.0441868186529948	0.166523629982124	-4.49344067118215
DMD	-0.600727681716668	6.32351158437232	-3.14622805618542	0.00380712025618885	0.0299276298213776	-2.27237281101541
PLA2G15	-0.600425510133537	4.44432267296347	-1.69625405577547	0.100555188841075	0.286500065601705	-5.18999102237043
DQ580846	-0.600372878743867	1.14854051735962	-1.2459443037803	0.222762971645837	0.462516339434152	-5.81384625372149
DCST1	-0.600233370499555	0.681381165925044	-2.19512662752969	0.0363143826271288	0.145371179220157	-4.3221563530207
SLC8A1	-0.600228765169994	3.19391047063947	-2.98983009892417	0.00564248624049201	0.0394856520013008	-2.63773241701894
LOC340581	-0.600074951694249	0.847896502750014	-1.31988617850121	0.197203989368813	0.43190593444031	-5.72283649589184
PEX14	-0.599787780125171	5.67954453471347	-3.96517144646929	0.000440077110682705	0.00640904869551531	-0.236266807270332
ZNF80	-0.599645404218708	1.48266572695829	-1.06409693153857	0.296070543987051	0.548283009882068	-6.01742516658358
NAV2-AS5	-0.599584848442425	0.794341585665435	-1.18518828114315	0.245570414463543	0.490515171820172	-5.88510092954396
PEX3	-0.599482203712252	6.22374267276183	-3.54856120702889	0.00134224338918967	0.0144291032096291	-1.29429738960352
IL6ST	-0.599333767133793	8.3406235982689	-3.80487982805918	0.000678232544872542	0.00887209647130266	-0.647825704293834
OAT	-0.599140722061534	9.38781773216681	-1.64635136503437	0.110494246959083	0.303990482168422	-5.26706250430764
IL1RL1	-0.599022257814941	3.38883534362127	-2.89307412376763	0.00716985672878338	0.0464815408657622	-2.8589410084645
CIPC	-0.599014180805685	5.81393568261734	-3.43307461351146	0.00181773353788653	0.0178733665598207	-1.58009060867526
CTSG	-0.598972025881174	4.32823596260908	-1.58112591521349	0.124702540045168	0.327783162926055	-5.36492242596885
SERPINB10	-0.598452192696175	2.38218880297643	-1.22952974865139	0.228761816408227	0.469910735538995	-5.83341325884801
FRMD4A	-0.59827405326577	5.56454092131868	-3.20447309236405	0.00328220003516526	0.027024437776742	-2.1340097227692
FOXS1	-0.59818522649757	3.0408720348402	-1.71586920815679	0.0968591224032598	0.2797993808554	-5.15918235551691
KCNB1	-0.598175972016512	3.82125419696552	-2.02426387785796	0.0522464312917221	0.186173100544833	-4.63835430737022
PVRL3	-0.597605780008336	5.741177864865	-1.23820310782768	0.225577140854484	0.465869438514718	-5.82310318271206
POLD4	-0.597591315444777	7.02836258782288	-2.54812733965181	0.0163924239994052	0.0838134139858144	-3.61361676334079
CYBB	-0.597519141895549	5.51737896400648	-2.45319365447674	0.0204129384105472	0.0979021842202426	-3.8110011860792
RP11-579O24.3	-0.597367513109567	1.05978018211266	-0.921540212820617	0.364376480836783	0.615228630960599	-6.1562456186876
BCL2	-0.596757176687331	4.14534566962285	-2.81876561431455	0.00859969166042479	0.0529488868725631	-3.02614780519852
PCDH18	-0.596608053913463	4.86274678655171	-2.97259645960848	0.00588977390648581	0.0406755918727625	-2.67741279959559
RP11-180N14.1	-0.596570843936703	2.09643783613388	-1.22878438511556	0.229037062585984	0.470270773637917	-5.83429623833257
AK021977	-0.596384847560024	4.45085624130135	-1.51281718201961	0.141155390841098	0.354045583342228	-5.46384203940942
LOC100505902 /// LOC285389	-0.596112347325151	2.54248999736018	-1.79802894214007	0.0825978984946442	0.2525614368947	-5.02703977127735
PET112	-0.596030354005525	5.03233262622109	-2.57741316364485	0.0153082887365914	0.0797101950596921	-3.5517756739259
C7orf34	-0.595798334007188	2.4466793970748	-1.86631256835536	0.0721464231862535	0.23136857715754	-4.9134872640114
HOXB3	-0.595770749147534	5.1958689341696	-2.95267173891482	0.00618847705937413	0.0420794970906272	-2.72314005658788
DNAJC22	-0.595735946107386	6.65839873495561	-2.74588577439417	0.0102591645754607	0.060038703860372	-3.18776257037803
TMEM176B	-0.595501771301066	9.81003649747639	-2.80854238243195	0.00881621421663783	0.0539290919051552	-3.04896269206911
AMOTL2	-0.595401088733142	6.53857345731395	-3.23880704228921	0.00300603211019349	0.0254506390323077	-2.05189670519929
LOC100133461	-0.59516107670646	3.87749802671248	-1.54489613427674	0.133221872037882	0.342146585535158	-5.41784710963641
MIR6732 /// ZC3H12A	-0.594928110025034	5.61853443689329	-2.14297867077924	0.0406415365753972	0.157322077066054	-4.4206285286429
LINC00838	-0.594780287451902	2.60217855942309	-1.37735455333868	0.178947666492843	0.407255064514919	-5.64890457783263
LOC440864 /// MSH6	-0.594713240178979	0.655620243291664	-1.68221628375974	0.103272335177408	0.291382596373876	-5.21186209786311
FCHSD2	-0.594455364945564	5.35638195952435	-3.55082732627446	0.00133424173558011	0.0143753392674504	-1.28865294047011
ABCC3	-0.594438202413481	6.63708603180048	-2.77428387573346	0.00957971115880726	0.0569984332039329	-3.12507491338399
CMTM2	-0.59438347321668	2.7741769429735	-1.51632252743034	0.140270281528383	0.352549371825985	-5.45885592788819
GNG12	-0.593948820350466	6.7204445977912	-2.80564307936432	0.00887854615136561	0.054155447479284	-3.05542450884478
PELI2	-0.593506454773071	3.71609267912701	-1.50775808271924	0.142440785604598	0.355875002912698	-5.47102094498661
KRT35	-0.593486748459873	1.44951532285288	-1.6763411673999	0.104427618509279	0.293200141737881	-5.22097147771324
RAD21L1	-0.592881780035727	1.79152702755071	-1.3693151418656	0.181419128940695	0.410878951630731	-5.65941350296128
LOC101928818 /// PWRN1	-0.592881464038673	1.95428244286145	-1.88334549471095	0.0697241532901535	0.226163575421929	-4.88464595008857
MORN5	-0.592841012671741	3.72198468894959	-1.80652807359537	0.0812302778394876	0.249743285592777	-5.01308842006917
CTSF	-0.592840408337337	7.08340565261088	-2.61787345508583	0.013919482071892	0.0747798580015761	-3.46562211279051
NAPRT	-0.592668965534553	7.3216092605816	-1.84638418803798	0.0750721816725474	0.237740367973383	-4.94697125286628
SYT9	-0.592588615649939	3.02145835577687	-2.87412012468546	0.00751160475965407	0.0480234760597188	-2.90181732348861
ADCY4	-0.592573374745057	4.7071108886907	-1.7433572244341	0.0918724893344205	0.271223917302067	-5.11552529198281
LZTFL1	-0.592546888411625	4.56206180254574	-2.66010874163347	0.0125952380982154	0.0695725692977986	-3.37482060589139
DCTN6	-0.59252691476463	7.20346381513233	-2.58935611447319	0.0148855373763703	0.0783414274093149	-3.52643089320674
ZNF527	-0.592351757554834	3.36214218915724	-1.84343208774285	0.0755141475252355	0.238637550909943	-4.95190744525826
ZSWIM7	-0.592002326824447	5.81471547103906	-1.55781140022735	0.130132006616206	0.336906659854203	-5.39909886569002
BACH2	-0.591782606091119	4.03930391880416	-2.4536313908411	0.0203924824709614	0.0978780648147921	-3.81010209608955
NLGN4X	-0.591581344204813	3.46107729059294	-2.11004358400862	0.0436059847353192	0.164969078490382	-4.48194126576763
CCDC106	-0.591560335822658	4.76181942293353	-1.3806760451775	0.177934302824392	0.405775517838918	-5.64454709454413
LRMP	-0.591547456708517	4.54050933018213	-2.01731889284084	0.0530079189511517	0.188075123763965	-4.65080702609755
CD53	-0.591486696576204	6.35367406802704	-1.95066261262071	0.0608263620612254	0.206679577532508	-4.76868188723323
PLN	-0.591076506469427	2.95474750864565	-1.32098142394296	0.196843106985345	0.431517371264359	-5.72145345300731
SLCO3A1	-0.591040131160967	4.86145129903767	-2.98313841445884	0.00573731320180315	0.0399265917018603	-2.65315412876423
IPCEF1	-0.590616623202873	4.30825549337134	-2.82491470721015	0.00847187558814335	0.0523400351544869	-3.01240272032152
LAP3	-0.590614060461391	9.55954886924544	-3.07852517973527	0.00451813433068967	0.0335119897375657	-2.4316677659022
LYNX1	-0.590596850713615	4.67512759992713	-3.01175400862991	0.0053421160766646	0.0380516566090707	-2.58708172355964
MUM1	-0.590571579877038	6.09389872325926	-3.45848872569487	0.00170082070287466	0.0169865405229775	-1.51751972301078
BCL2A1	-0.590178848393756	4.51495032185382	-1.04613125247762	0.304147341408903	0.55725991041033	-6.03594037685678
IRAK3	-0.589961309952571	3.82212267040418	-2.35061552161489	0.0257592501181979	0.114667449250281	-4.01877407207719
SYNE2	-0.5897239823772	5.50702713797649	-2.72268845624949	0.0108473949930443	0.0625014037815781	-3.23869304971516
CELA1	-0.589634845286686	2.44155479326341	-1.26235523286095	0.216884674945493	0.455173334051753	-5.79405122233792
OSBPL1A	-0.58962676759031	6.09044452014986	-2.40742961383524	0.0226583395386067	0.10513398026199	-3.90442013130168
GRASP	-0.589546408694579	4.81834240655177	-2.38075404262267	0.0240691772710398	0.109710668491251	-3.95833844749737
CMTM6	-0.58920475713276	8.14164596158077	-3.0541699475935	0.00480358442563039	0.0351088582010028	-2.48855433805468
RP11-440L14.3	-0.588976361204057	4.06576322322126	-1.85027013337269	0.0744937972595315	0.236411075377578	-4.94046413188433
NR2F2	-0.58882800185946	6.95561192208233	-3.71860200185182	0.000854576201053439	0.0104197160439486	-0.86715337687715
RP11-443C10.1	-0.588282052148795	3.73095060082275	-1.14350488395641	0.262186725046544	0.509849671194272	-5.9321199142314
PYROXD2	-0.588210924591922	4.58641549351884	-1.69673401351847	0.10046335822356	0.286411901262805	-5.18924061737124
KHDC1	-0.587910329218391	1.23139495984169	-1.13965138237509	0.263763212903003	0.511730658044926	-5.93638926667187
HLA-DPA1	-0.587374673393407	8.78411877138761	-1.80192784205061	0.0819680951456657	0.251158102895526	-5.02064620216566
RAB37	-0.587251296157524	5.04705102094128	-1.64185424769523	0.111428753376518	0.305277143787501	-5.27391494236922
SAR1B	-0.587001479040243	7.70670493186506	-2.93772100824563	0.00642197380359588	0.0430949198930154	-2.7573456670806
ALDH9A1	-0.58663769053781	9.2769828385306	-3.24622991132424	0.00294932715423986	0.0252035123300783	-2.03409165778452
PKHD1L1	-0.586614833374361	1.53110393301496	-0.933647031370171	0.358199854416513	0.609613645143009	-6.14518169175786
NFASC	-0.586530014262429	4.06959530270262	-2.31302183365879	0.0280184330599505	0.121677776664898	-4.09343098507686
KLRG1	-0.586500744773574	4.87595893978171	-2.49913686374869	0.0183657960585029	0.0912293571438672	-3.71607308662921
ZCWPW1	-0.586207325090636	3.88208820450574	-1.40221581265932	0.171471435162077	0.397419014092634	-5.61606672687238
SNORA65	-0.586182065415703	2.78663106948166	-1.21123691718457	0.235588782087831	0.478501567763885	-5.85494421998317
AK055910 /// ZBTB1	-0.586159289369754	3.9686926059489	-1.83309907654996	0.0770787663817359	0.241140274713811	-4.96913629135892
EPB41L3	-0.585605550871406	5.09617657647064	-1.92424956061649	0.0641923575246555	0.214188192086657	-4.81455594039663
