Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ART1	0.039509929437656	3.26066433263864	0.195189395811442	0.84660663668684	0.932269751693508	-6.56160476464527
CTDSPL	0.0395466089248693	5.32713571684416	0.167244405375314	0.868339231753773	0.942555598680097	-6.56673892291945
RPS23P6 /// RPS23P6	0.039576300512401	2.04490725999294	0.0874555764837471	0.930910869657521	0.970678363814717	-6.57704610287495
ARID1A	0.0399503465093476	7.25999775535102	0.225280800540191	0.823341815941861	0.92078358190065	-6.55519354576111
GPR45	0.0400519726043478	1.57981569117107	0.11821936159371	0.906709407723876	0.960968153824151	-6.57383616400795
GADD45GIP1	0.0400947207449152	4.73638288329255	0.274245639198657	0.78584115932365	0.901125448164021	-6.54280777694496
TCR-alpha /// TRAV24 /// TRAV24	0.040185290138004	1.13728626052675	0.110135145001639	0.91306130520542	0.96279766413053	-6.57477262339741
CTD-2021H9.3	0.0402363593442145	2.34892542698881	0.0900929099737793	0.928833138295918	0.969526847173015	-6.57680852699241
UBA3	0.0402405139203266	7.65174465334375	0.168210604417218	0.867585972352447	0.942305336861212	-6.56657459466695
LILRB4	0.040265925444408	4.32880937482503	0.190250854001943	0.85043889588789	0.934039790418092	-6.56256954772589
LSM10	0.0402967164569219	6.31197334586667	0.276158146419332	0.7843863486712	0.900379059089636	-6.54227496943216
ZXDA	0.0404035276583041	4.20815416871686	0.199867424695986	0.842980049532508	0.930402984995099	-6.56066813534082
SMARCD3	0.0404879088935051	4.16986887530693	0.151072508462945	0.880965146228322	0.948540538138323	-6.56934912280188
RP11-166P13.4	0.0405125066973508	3.7878566330234	0.157302941660766	0.876096886232246	0.946867418870322	-6.56837486086757
NUS1P3	0.040552029070279	3.59476348858617	0.0925785711084228	0.926875363771391	0.968563383283859	-6.57657815697225
FBXL7	0.0405527864596626	5.41775474935533	0.178616164168331	0.859481846597136	0.938686349792598	-6.56474498091447
TIMMDC1	0.0405863910447728	8.3260262433691	0.28074878518536	0.780897574405408	0.897820352447338	-6.54098102952426
ZNF746	0.0406928452414173	5.00902360518004	0.256066081005824	0.799708636596234	0.907470793300692	-6.54768847371533
PIP5K1B	0.0407710158772678	3.31330637854347	0.105614620762006	0.916615730647739	0.964492879304179	-6.57526739194567
CCDC63	0.0407735797293207	2.29630790514196	0.0752863635062485	0.940504149371245	0.974564172755823	-6.57805095231713
CD19	0.0408092874787886	2.57865835795684	0.070753962551895	0.944079551324962	0.975679059293195	-6.57838681387474
RPRD1B	0.0408127979449544	6.19286918283235	0.192754398871197	0.848495699047351	0.933162762629463	-6.56208354221788
ADD2	0.0408567523665226	3.58133867695872	0.220288626871495	0.827190779710141	0.922410204377549	-6.55632045388393
KIAA0556	0.0408842312872633	5.99937375591037	0.191962588044122	0.849110181160126	0.933445733156633	-6.56223793923018
CLCA4	0.0409454950235476	0.66776768389515	0.0720530181843631	0.943054661709767	0.975616698632668	-6.57829268128542
ICMT	0.0409661726537456	5.89445789714246	0.305163493055247	0.762422541623033	0.888391289520621	-6.53374310339722
MTIF3	0.0410012987932484	6.60349252529945	0.271199043703285	0.788160275453514	0.902272154064732	-6.54364892417767
KTI12 /// TXNDC12	0.0410582978893252	4.31127234102961	0.104869301841092	0.917201935110945	0.964784861977166	-6.5753469772101
PLEKHG4B	0.0410676241736678	3.54351596493063	0.184225094872985	0.855119856990904	0.935678950287325	-6.56371332455472
PDILT	0.041129856953063	0.93002114066564	0.105968303277255	0.916337570740588	0.964331234321429	-6.57522942863968
UBXN7-AS1	0.0411641898187107	2.56380579857077	0.123262773306841	0.902749870057196	0.959148798109285	-6.57321839307214
SERP1	0.0412302124651198	8.53599561564723	0.241842360202207	0.810605371590054	0.914409512700148	-6.55127486238166
PCDHB6	0.041300120878232	2.31257333854035	0.135410613389278	0.893223350546232	0.954662172397922	-6.57162458657867
LINC00638	0.0413335935013324	3.30112871232906	0.108110173994188	0.914653290010218	0.963752295837927	-6.57499681669576
EMC6	0.0413797850508546	6.93778849021188	0.251608733205103	0.80311909320715	0.909322730093495	-6.54883430341606
NDUFS5 /// RPL10	0.0414607992066198	9.69311321789935	0.239287442322616	0.812566852809369	0.915436718785091	-6.55189744524858
PDE4A	0.0415479423149168	3.59373773418224	0.236357055617288	0.814818115973879	0.916042353984304	-6.55260341380436
TSPAN2	0.0416107222111473	2.79529748790391	0.194942010908756	0.846798514917725	0.932328619665727	-6.56165367988755
KLK3	0.0416636819274503	4.33862088478582	0.27764242622093	0.783257829081999	0.899786272345835	-6.54185892400912
TNKS1BP1	0.0416801980264259	5.61272704841792	0.148622068733544	0.882881149963216	0.949230419049865	-6.56972153239568
CRIP3	0.0416923291156923	4.50162131086051	0.114560122993034	0.909583777808905	0.961745279488907	-6.57426824908297
DDX19A	0.0417130060521567	5.82605489026974	0.312833556373856	0.756647179856909	0.884947824802787	-6.53134553822348
LOC101928682	0.0417388898864579	1.44696938729325	0.116668926491937	0.907927135999773	0.961360695709884	-6.57402089725708
ATP7A	0.0417693429051997	5.59216112545107	0.208646602314151	0.836183607547158	0.926903499364179	-6.55885067618546
C1orf158	0.041850586066011	2.64606259507484	0.0978442868523528	0.922729496466348	0.96713893747275	-6.57606943714852
RPUSD2	0.0418519540943256	4.43247899628889	0.0983648080648189	0.922319791403526	0.967061459536877	-6.57601762264905
INIP	0.0418548446017937	5.63836270851334	0.361957496502179	0.720009624896662	0.864452597119423	-6.5145899597678
SPTY2D1	0.0421229795445557	5.89256420755665	0.26494862523394	0.792924361337917	0.90365253312665	-6.54534536299526
C9orf62	0.0421540486571255	2.9758780293059	0.0917126920373989	0.92755730150611	0.96878847779314	-6.57665911744405
HAND1	0.0421651842130633	4.17458009100159	0.170857001239969	0.865523462177528	0.94139841144907	-6.56611966600112
DYX1C1	0.0422446952635469	2.46637345698172	0.0768465248877259	0.939273698130081	0.974064563063584	-6.57793051947024
RP3-507I15.2	0.0426261409992829	0.926096430120335	0.0705977672449176	0.944202788170601	0.975731267118134	-6.57839801685345
PBRM1	0.0426474584959342	5.93805524532205	0.340973090557687	0.735583399570035	0.873651545618705	-6.52204356043173
ARF1	0.0426551486338633	4.46374799813792	0.147115011672933	0.884059879931963	0.949933225638438	-6.56994755008426
DUSP27	0.042665519673303	2.15923910320059	0.0714438628817721	0.943535242386971	0.975666689604382	-6.57833703526166
RIBC1	0.0426788377952976	2.22539134711328	0.161433692695269	0.872871955872481	0.945035371115852	-6.56770726444583
LOC647070	0.0427089035230965	5.41054261408653	0.211551121239164	0.833937863516017	0.925985202053476	-6.55823223968318
SCRG1	0.0427522466229981	2.82607223350766	0.155133591573196	0.877791396927697	0.947613383826448	-6.56871854514355
HOTTIP	0.0427573965861496	4.41451775333906	0.185543734984188	0.854095039153279	0.93525375114694	-6.56346616598963
LOC729866	0.0428715417501155	1.21142716818492	0.0802279674811015	0.936607386278953	0.972802119377682	-6.57766102234511
ADAM11	0.042896684477908	2.57046624812689	0.147835480888591	0.883496338093862	0.949544592943138	-6.56983978618789
CEP170 /// CEP170P1	0.0429234159469187	6.24238727654739	0.219050990243766	0.828145677266462	0.92294392602914	-6.55659593894705
MAPK8	0.0429247084305517	5.62052398699116	0.316100706700302	0.754191414774857	0.883849771830364	-6.53030631763316
UQCRC1	0.0429665725205961	9.1991619332583	0.283304016032363	0.778957664759568	0.896817478836215	-6.54025160925182
TTC30B	0.0431043929778987	3.94583730159783	0.146581790260993	0.884476998702863	0.950149475881448	-6.57002696797427
KANSL1	0.0431852998938931	6.99131289363794	0.314017680566651	0.755756828309143	0.884705069115904	-6.53097012886222
GLI4 /// ZFP41	0.0432668449961175	2.66671407762287	0.0957359452457776	0.924389203094262	0.967786978743044	-6.57627649877425
SOX11	0.0432724647025167	1.62283677510742	0.141120596527106	0.88875100128174	0.952288308636903	-6.57082377980659
HPCA	0.0433248637271861	1.91879285346507	0.119144220570948	0.905983123307017	0.960812546803459	-6.57372480758699
C7orf13	0.0434045937280834	4.39366443803737	0.154054206328723	0.878634740486128	0.947613383826448	-6.56888777412762
SYT1	0.043430501374544	3.52471435475168	0.117407095353753	0.907347341706394	0.961297724186234	-6.57393324881047
BAGE	0.0435291894134875	2.44113477015112	0.173084096988937	0.863788486818324	0.940526142769639	-6.56573132583187
RAD23A	0.043556546618043	7.77937723154676	0.244826939375581	0.808315612465869	0.912482995209851	-6.55053924059323
EDNRB-AS1	0.0435743177325216	2.86414557697287	0.0798945867006707	0.936870228669193	0.972802119377682	-6.57768810778385
USH2A	0.0435755844409105	0.460861657155977	0.083416758022236	0.934093667862095	0.971774728773729	-6.57739625377995
FKTN	0.0436857085561524	5.39162529290347	0.118619001505287	0.90639556356004	0.9608563294822	-6.57378815225995
YIPF5	0.0437580749720521	7.36715713029099	0.313445197161942	0.756187240182971	0.884870954914987	-6.53115180227765
IMMP1L	0.0437707522830522	5.4745062297034	0.137657286090231	0.891463207248639	0.953501995659296	-6.57131343888882
TFAP2A-AS1	0.0437944794700886	2.92197557991875	0.159219400895951	0.874600409122146	0.945998162818375	-6.56806727783825
ZNF542P	0.0439514052328551	5.62017729042639	0.17272994589789	0.864064335311916	0.940739395756897	-6.56579341497335
ST20	0.0439609232190268	5.39584237989395	0.227640859562974	0.821523761009536	0.919602399323434	-6.55465203848339
TRIM58	0.0440590229239379	1.71060997698084	0.10379650087013	0.918045792198484	0.965413441496394	-6.57546054232168
TJP1	0.0441479743702562	7.93439591765695	0.224937783349299	0.823606140173863	0.920955855058525	-6.55527178182074
SCFD1	0.0441983935098103	6.54562350387991	0.277525774436236	0.783346503796643	0.899798548509067	-6.54189170195812
FAM193B	0.0442732646356783	5.95701728453417	0.276970313794609	0.783768786674539	0.899977869951675	-6.54204759273506
USF1	0.0442835504017836	1.66850961766215	0.143680159346868	0.886747421495451	0.951242067389143	-6.57045408948432
ICE2	0.0442855913777258	5.08755952002828	0.179941338638808	0.858450863597834	0.937873835722883	-6.56450411125966
MIA	0.0443667161600252	2.45863040481229	0.0954420066944626	0.924620622018813	0.967885846184811	-6.57630500866359
MIR6845 /// NRBP2	0.04439009779537	8.04101094576154	0.194987925154479	0.8467629018994	0.932328619665727	-6.56164460597196
LOC100287728 /// ZNF75D	0.0444033338194334	2.3175901199319	0.120861824008985	0.904634522967438	0.960066960571886	-6.57351570186348
LOC101929709	0.0444056052126935	4.54145639767403	0.191181199324629	0.849716669843812	0.933763307701091	-6.56238968256481
ADAMTS20	0.0444619193359308	1.97702114636817	0.106065769107628	0.916260918897345	0.964322586106654	-6.57521894463676
LOC100132735	0.0445767172058106	0.726092963315803	0.0855872842711197	0.932383039448981	0.970982912899713	-6.57721013346903
CCDC74A /// CCDC74B	0.0446220906734904	2.22961352985596	0.116548332416112	0.908021861460124	0.961388726188308	-6.57403516383351
LOC101928521	0.0446552325863945	1.23437227822904	0.0887540067423511	0.92988788371982	0.970376639940796	-6.57693001942509
IGLVIVOR22-1 /// IGLVIVOR22-1	0.0447307879427998	1.33716240301685	0.081833248776027	0.935341860843092	0.972428085003294	-6.57752902334147
AFG3L1P	0.0447892137119394	4.6800038512737	0.255470181741954	0.800164346705307	0.907725145155492	-6.5478428186192
KCNQ4	0.0448333945082577	3.08804905001185	0.101120454320402	0.920151171449271	0.966402766094387	-6.57573873900263
MYADML2	0.0449082815217257	2.00421208459766	0.0946729164871827	0.925226161340073	0.967928531943116	-6.57637919026627
TRAFD1	0.0449931748941346	4.81960390431639	0.30986198291939	0.758883022603619	0.88602276950296	-6.53228142930248
PSMA3	0.0450020030867453	7.38844625307418	0.241528499487563	0.810846264009582	0.914551700709026	-6.55135169881113
LOC101929459	0.0450032903164779	0.413131532669724	0.111034345655474	0.912354492004344	0.962690491877774	-6.57467173625493
LOC101927330	0.0450694231905797	3.99272534209837	0.123655058158123	0.902441996037126	0.958985617514674	-6.57316926134819
TNPO3	0.0450837452804791	6.60447927795415	0.244290006993464	0.808727418385406	0.912772632104455	-6.55067224338938
FAM102A	0.0451408611415403	5.16208787542072	0.199723050582324	0.843091921916334	0.930439283195954	-6.56069737256165
FGF17	0.0451509271872208	3.37417036665861	0.110343973612042	0.912897149807976	0.962785633401929	-6.57474926663633
CUL4A	0.045156880487542	6.41240480673	0.1902432264707	0.850444817678718	0.934039790418092	-6.56257101875178
DAB2IP	0.0451592353111696	4.6265394429342	0.213256047966252	0.832620294255243	0.925527804091258	-6.55786525330629
TXLNA	0.0453660587307754	5.07132447376895	0.252215695085349	0.802654453840158	0.909097862351077	-6.54867945260723
LOC100289230	0.0454008535948622	4.52968750454482	0.163467611982859	0.871284861919239	0.944055832327844	-6.56737220405893
PLEKHG5	0.0454138886383531	3.42758686468269	0.177777209853015	0.860134681810845	0.938897998269955	-6.56489655468411
SS18L2	0.0454316992132542	7.29370782724104	0.299507058868242	0.766690651094683	0.890321127369751	-6.53547335286237
GPX5	0.0454659895159861	2.29819809945087	0.141118768245178	0.888752432697009	0.952288308636903	-6.57082404150283
FAM73A	0.0455847828360803	5.43388321313327	0.250567681387083	0.803916206085997	0.909698514884592	-6.54909903625148
CARTPT	0.045904872237529	3.68829131546497	0.102700807564345	0.91890775652554	0.965756827809863	-6.5755753263156
STAT1	0.0459101352740561	7.97995030524822	0.17043819070033	0.865849804823252	0.941490447885289	-6.5661921336309
LOC101926913	0.0459779558878068	2.14422270138137	0.104640343319667	0.917382023936847	0.964865940329524	-6.5753713123577
RSRC2	0.0459785648573154	7.63763902052002	0.289692315078439	0.774114084487413	0.89426615090308	-6.53839924594993
PRPH2	0.0460031320048491	2.12848942835683	0.0863064589644562	0.931816317797806	0.970795271298851	-6.57714741111381
PIGA	0.0460475183050031	6.10096903459854	0.315260568187278	0.754822659219574	0.884222977629464	-6.5305745743513
CD99	0.0460554608540988	9.4815236655431	0.217369791611061	0.829443232794581	0.923674923345093	-6.55696767845708
OR1F2P	0.0461481390224809	1.37827013804803	0.111937902100763	0.911644328452101	0.962546939140583	-6.57456953481026
ZNF696	0.0462056630224872	4.40899680770434	0.237696747136461	0.813788699931075	0.915819799841241	-6.55228173964943
GTF2H1	0.0463350319834213	6.18112858853846	0.341532327000594	0.735166834923313	0.873421425336986	-6.52185064463045
LOC100130370	0.046353812215834	2.16218498987098	0.168899173209886	0.867049233713389	0.941939860366693	-6.56645690839786
RP11-10N23.4	0.0464702956187972	3.25968431590275	0.171452253020573	0.865059675749235	0.941223164957379	-6.5660163629892
PRDM9	0.0465299521777978	1.94194326495411	0.116167416747427	0.908321076006254	0.961549721292065	-6.5740801302844
ZNF366	0.046611513312885	3.27935204727649	0.144323926706017	0.886243611314183	0.950976309964396	-6.57036006265785
M6PR	0.0466164140636902	6.926845237209	0.204447006811482	0.839433173078885	0.928623688011635	-6.55972979115259
RLN1	0.0466202840671217	2.59633315422496	0.0945632300248372	0.925312526150578	0.967928531943116	-6.57638972106037
ZNF266	0.0466269495529765	6.87388054923803	0.19383434282909	0.847657768458295	0.932720969082531	-6.56187193961316
VPS26B	0.0466319948278393	6.10198232380469	0.246126632671466	0.807319030641044	0.911795611076944	-6.55021609152669
CLEC16A	0.0466877692459313	4.02412954802852	0.170531598372145	0.865777018256671	0.94147129633461	-6.56617598649205
LOC286177	0.0468092561665077	2.27053152167561	0.0927433986035272	0.926745557473591	0.968563383283859	-6.57656265931126
CLECL1	0.0469283972758734	3.61836846352871	0.189235317482379	0.851227406530384	0.934506562807815	-6.56276488396907
AMDHD2 /// CEMP1	0.0470598804064699	3.74870250174116	0.14978294330815	0.881973369163904	0.948774864742729	-6.56954586453082
MIR6748 /// TMEM179B	0.0471051778650997	7.618641871739	0.365589341982453	0.717326365946924	0.86289515781384	-6.51325516924475
DYDC1	0.0472764150794953	-0.0934397271746359	0.11372675903897	0.910238569526072	0.96204224079857	-6.57436475578036
PDE1B	0.0472832194969914	2.42273087342485	0.115931209753232	0.908506626759558	0.961557633432729	-6.57410794024774
HMGN3-AS1	0.0472862755740664	2.69241545342599	0.214951524686167	0.83131051856736	0.924901769002096	-6.55749738912163
EIF3C	0.0473356821778852	5.08376093209306	0.154333529170299	0.878416486465813	0.947613383826448	-6.5688440942551
ZFP92	0.0473483658938911	3.40259993714273	0.102717474381553	0.918894644254101	0.965756827809863	-6.57557358942929
DUS1L	0.0473530928615782	7.72547228822851	0.374066364100506	0.711077740733353	0.859564602048027	-6.51008830097746
ISCA2	0.0474083137074617	6.94728825138339	0.337072994704968	0.738490776624529	0.875424780313942	-6.52338022900549
LOC101928571	0.0475107567798463	3.34818169692065	0.0933689334893843	0.926252949824135	0.968331832459512	-6.5765035936385
RP11-534L20.5	0.0475627843407214	3.70996564296924	0.154102584791235	0.878596938392426	0.947613383826448	-6.5688802144694
ELAVL3	0.0475651361857516	1.72829096769501	0.163798131780694	0.871027004308596	0.944009135948613	-6.56731735993829
LINC00327	0.0475919532166594	0.700156914119209	0.12037865527671	0.90501386056511	0.96033954434881	-6.57357482637807
RP11-395B7.7	0.0476180700242139	5.62322552843435	0.265138473687775	0.792779537437255	0.903619400274592	-6.5452944153945
HCCS	0.0476645222482581	6.50680424344719	0.314111093582595	0.755686604894172	0.884705069115904	-6.53094045368335
HSD17B14	0.047670098484077	5.93050744039703	0.13958294655136	0.889955006705144	0.952828739880963	-6.57104267961669
TMEM131	0.0478099159628922	6.7916991108874	0.330387273201087	0.74348388125455	0.877628149917542	-6.5256361141736
GABRA6	0.0478186434181662	0.673658555172347	0.0853596396646517	0.932562434726845	0.971126736242601	-6.57722987804392
HPRT1	0.0478390522275873	7.37948905174588	0.181755293744229	0.857040022455476	0.937082484689359	-6.56417151865479
LOC646736	0.0478797117916425	2.00161524910654	0.0685589744186988	0.945811507147872	0.976235864664851	-6.57854197759792
ARMC8	0.0479728120509577	5.43273713290203	0.308929141073302	0.759585341346144	0.886666694548678	-6.53257339622296
FLJ33534	0.0479918444524463	2.38503270723576	0.113129693172801	0.910707736314827	0.962216212383893	-6.5744334654167
NALCN-AS1	0.0480343291989693	1.87432962827068	0.114422846979444	0.909691634047182	0.961745279488907	-6.57428419459306
HADHA	0.0480343421893892	8.42836054279958	0.287235586729863	0.775975682103508	0.894988540748538	-6.53911646314629
FOXR1	0.0481370057591305	-0.0963132191692045	0.157543380523997	0.875909112602759	0.946792750243417	-6.56833647549567
RNF208	0.0481444639377178	2.8252520680475	0.0996159099305448	0.921335131305153	0.966668255712058	-6.57589195987659
TMEM18	0.0482138608459426	5.9659185167851	0.296479495105859	0.768978199167164	0.891788730556269	-6.53638623915955
HNRNPH2 /// RPL36A-HNRNPH2	0.0482734589771878	7.94525713963423	0.288498018150745	0.775018898691108	0.894909876227778	-6.53874866744876
PCNXL4	0.0482932539216114	3.84871510798139	0.274513622740294	0.785637261390491	0.901125448164021	-6.54273334099674
INO80E	0.0484049207060044	6.15059064670079	0.230291431433385	0.819483114209282	0.918567724957618	-6.55403717061034
NOD2	0.0484915076014945	3.59964705742084	0.104948071503766	0.917139979349728	0.964784861977166	-6.57533859278884
SFTPC	0.0485618490406017	3.44567625685352	0.301180878462912	0.765426873354503	0.889960223270844	-6.53496469811521
CASC14	0.0486021274248656	2.90950628227132	0.100301028873135	0.920795972861129	0.966402766094387	-6.57582247285395
TATDN3	0.0486852375800053	5.23235934711871	0.230237167708169	0.819524878423072	0.918567724957618	-6.55404982957244
TTTY7	0.0487256110843759	1.43519486609661	0.0777004316440262	0.938600312573161	0.973756943979593	-6.57786355870529
NSUN4	0.0487664123143832	5.1218944844219	0.385208104808318	0.702895921871279	0.854505198863518	-6.50581663774115
BC043291	0.0487740268287953	1.84465665917704	0.0913710841479981	0.927826356024155	0.968854372832895	-6.57669084893582
SNX32	0.0488657086265678	2.36108760952663	0.130441935939987	0.897117986809911	0.956665535444736	-6.57229455219484
HERC2	0.0489813539440105	6.48157041212681	0.314097040009698	0.75569716955897	0.884705069115904	-6.53094491874222
TRIM23	0.0490110102858017	4.63054452658965	0.18474643697729	0.854714650624846	0.935670867242094	-6.56361581728525
POLH	0.0491269007140582	4.37432918210986	0.318008403722428	0.752758694471462	0.883452856324148	-6.52969455643325
EARS2	0.0491553378028771	5.25205869924328	0.239440292240493	0.81244947074039	0.915436023369454	-6.55186038395563
CYB5B	0.0491589604973139	5.3152357951481	0.29117870984201	0.772988424424267	0.893794949992909	-6.53796235954305
MSL3	0.0492148838187108	5.26418997382822	0.277399725671377	0.783442325105091	0.899822418520937	-6.54192710496156
RP1-86D1.3	0.0492864602278145	4.93912600906231	0.209777540981599	0.835309009249737	0.926501669302231	-6.55861088749612
PSMD12	0.049302157697757	7.56417930508935	0.398787178675201	0.692973116886053	0.848239434718782	-6.50044281108464
MED14	0.0493609700338231	5.0744798773066	0.213852098306213	0.832159782409873	0.925434908085344	-6.55773626043183
CSMD2	0.0495756342350941	2.76293642638969	0.198032458526614	0.844402172583874	0.930924303889224	-6.5610381667835
ASB1	0.0495930069623274	4.16004738846069	0.231581888285879	0.818490069887169	0.917875541967402	-6.55373524947118
EDF1	0.0496523305386631	8.90631711678132	0.336292721007189	0.739072916176228	0.875795612075121	-6.52364581875901
MFAP3	0.0496637582367638	5.45377027020883	0.317884099951908	0.752852021968743	0.883454550551556	-6.52973452954341
CEMP1	0.0497013469665033	2.81595123906216	0.0947044112662534	0.925201363185643	0.967928531943116	-6.57637616425638
KREMEN1	0.0497611851144706	3.31480326396948	0.283829027043898	0.778559259797614	0.896578231024279	-6.54010092493558
SLU7	0.0497621883788577	6.43455317737553	0.376457126807866	0.709319114654109	0.858630240692982	-6.50918215835511
ARF5	0.0497772515972876	6.9642261571111	0.355188395699775	0.725020409901996	0.867376637922211	-6.51704252330242
MYO9B	0.0498602505671979	5.59834632815589	0.284956469517658	0.777703906412124	0.89590027324353	-6.53977639822712
CAMSAP3	0.0498845610629557	5.34701308417667	0.201617324235987	0.841624356008364	0.929866819490639	-6.56031208778958
LOC101929759	0.0498859004132601	2.59968641528039	0.0980131325941205	0.922596594699229	0.96713893747275	-6.57605265975823
GPR137	0.0499975463600126	4.66404551982084	0.277505083855881	0.783362232380608	0.899798548509067	-6.5418975143674
PIK3C3	0.0500242896837708	4.88068154810132	0.319551703768727	0.75160029913357	0.882690319849281	-6.52919697593513
NUDT16L1	0.0501637447164018	5.97732158945307	0.278515047422259	0.782594586225296	0.899287896620039	-6.54161329188987
C4orf47	0.0502543539920743	1.9165920662747	0.118331577801474	0.906621280836497	0.96091805350252	-6.57382269897571
NBPF1	0.0502813652491092	8.19199454353738	0.335621310939951	0.739573961762161	0.875795612075121	-6.5238738646931
WNT5A	0.05029650796937	4.7279704237173	0.10765327823431	0.915012540837043	0.963781915074322	-6.57504682682924
TNIP3	0.050383969964103	0.851984049632029	0.0771187537740632	0.939059015136678	0.97392486268695	-6.57790925242349
EIF4E	0.0504199840074699	5.84088103607595	0.283778253864346	0.778597786386083	0.896578699427206	-6.54011550955025
UBE2Q2L	0.0506405642205143	4.53552199648251	0.175005702397309	0.862292052749248	0.939766882010209	-6.5653922210455
KLK15	0.0507210956873339	2.17867708339174	0.221982648137482	0.825884195048788	0.921873253060081	-6.55594087480039
ZNF12	0.0507564518100638	6.99219111282637	0.417553966345013	0.679350496942853	0.840433604465385	-6.49271307724977
POLR3H	0.0507645625526392	5.13237723067561	0.265970061265118	0.792145258293818	0.903366811525815	-6.54507082322934
JAGN1	0.0508180757889827	7.75416512450668	0.322969775534351	0.749036806691024	0.880955380206665	-6.52808643011505
USH1G	0.0508441697497601	3.99176879603537	0.12172581772322	0.903956255393717	0.959879490513161	-6.57340938666584
USP18	0.0508521394182955	5.79121963348158	0.189571797694576	0.850966129975043	0.934306945057091	-6.56270027825158
TBX5-AS1	0.0508995744850993	2.00829692824151	0.190597535544954	0.850169751916618	0.933999372463864	-6.56250262552276
XAGE2	0.0509808224410642	2.94447300028698	0.128610479056445	0.898554215269924	0.957242283863965	-6.57253519280606
STEAP2	0.0510133677831117	5.12036465472604	0.0983238202431151	0.922352052354402	0.967061459536877	-6.57602171268487
RHOT2	0.0510891428230043	5.43528616101079	0.349828576784389	0.728996806447068	0.870046424500688	-6.51895192401579
ZNF611	0.0510944167174481	6.28142533870748	0.360471970979621	0.721108201500853	0.865241551846753	-6.51513212117615
PRR12	0.0511067890653871	4.73920618097861	0.110757528441002	0.912572075359613	0.962690491877774	-6.57470288149374
NOS1AP	0.051108351464646	4.0611197703102	0.233170065212255	0.817268342001529	0.917415589592177	-6.55336136528397
SERPINB13	0.0511324554077301	2.09891706356325	0.225839020284236	0.822911704750532	0.920608984766577	-6.55506597190824
MDM1	0.0511580568725885	4.52574253393228	0.186556946797184	0.853307769314225	0.935043773677402	-6.56327506048271
ATP1A1-AS1	0.0512547195337634	4.23878345832596	0.262119625251751	0.795083322255895	0.904746975876777	-6.54610024897656
IDH3A	0.0512624356962057	5.75817780378294	0.265931928208454	0.792174340464282	0.903366811525815	-6.5450810914533
RP11-432J9.6	0.0513376963706675	3.26006552034997	0.117079514214511	0.907604633724147	0.961310500999367	-6.57397221319118
GPR22	0.051480453427202	1.17941847852475	0.129759757920441	0.897652909610232	0.95697769458746	-6.57238458279675
ATG4D	0.0515157219265054	5.09746423753534	0.221932093910185	0.825923179782399	0.921873253060081	-6.55595224442661
C2orf73	0.0515455451390685	1.62446431731312	0.132850101336663	0.895230044145683	0.955605456944107	-6.57197296395586
PLS1	0.051583875820187	7.4867742040093	0.234805748530538	0.816010557408499	0.916750637119118	-6.55297363638864
ZNF17	0.0516773565416964	2.93758576826939	0.178432991419837	0.859624374497566	0.938686349792598	-6.56477813546993
AGTRAP	0.0517896444984212	5.28583957609917	0.32873988670152	0.744715955990382	0.878219020968512	-6.52618508617351
MAS1	0.0518601944263142	2.23423623374612	0.0977581174322757	0.922797322968089	0.967166928221089	-6.57607798824894
SGCG	0.0518738765734179	0.69263773328816	0.120498141315704	0.904920049497539	0.960283322693653	-6.57356022709985
CRABP2	0.0519109465840959	3.97912373134319	0.113700955838672	0.910258844673953	0.96204224079857	-6.57436773265292
CCSER2	0.05194674860895	5.0451332918041	0.326254135460613	0.746576341958442	0.879336750105792	-6.52700827814726
C17orf100	0.0520649358931307	4.410510043025	0.202668920217395	0.840809894130688	0.929359871702325	-6.5600966335125
PDIA2	0.0520841470125968	1.79494686438476	0.183577260749463	0.855623433655708	0.936072529005356	-6.56383410675726
ANKHD1 /// ANKHD1-EIF4EBP3	0.0520864717585914	6.98573441826971	0.36776105926445	0.715723620023381	0.862035003223573	-6.51245070372912
ZNF672	0.0520966513521142	5.12423989623964	0.337741616031663	0.737992063159322	0.875062813587694	-6.52315215771317
TMEM44	0.0521382902641641	4.6122648946231	0.251637592495348	0.803096999282762	0.909322730093495	-6.54882694911646
CTA-246H3.12	0.05217373929603	2.19847067587084	0.137894725117541	0.891277219675769	0.953464332417208	-6.57128025657752
DKFZP434H168	0.0521941303213485	2.97393888698104	0.134432646316388	0.893989706934566	0.954931486836154	-6.57175843049129
BTBD11	0.0523089372595087	2.88867282123016	0.125780260545048	0.900774358808651	0.958335736107654	-6.5729003795089
LOC285178	0.052332494833399	3.78311184394862	0.157207905820453	0.876171107642503	0.946867418870322	-6.56839001692755
PTPRM	0.0523347968902526	6.64934104931897	0.229360816865713	0.82019943860434	0.918843592903606	-6.55425385827749
VASP	0.0523468279094494	6.69645754969242	0.224018689687972	0.82431448458845	0.921170555305761	-6.55548082499687
SLC36A4	0.0524728944421433	4.46735253566166	0.166055886623384	0.869265986534554	0.942931383667746	-6.56693976678781
DEPTOR	0.05258257200264	6.37215181983025	0.238976988664888	0.812805281317367	0.91549241268718	-6.55197264792912
ELMOD2	0.0527547366985832	4.91667407056743	0.309039378034697	0.759502335164963	0.886613804004364	-6.53253893909998
ATG3	0.0528290013232526	7.44007147301491	0.349697074301646	0.729094463879123	0.870118824357468	-6.51899840918457
